Username,Time,Message
1, 07/16/06 12:10:24 AM , and she called me
0, 07/16/06 12:10:49 AM , ur gon na tell ur friend bout me ?
1, 07/16/06 12:10:56 AM , yes
1, 07/16/06 12:11:03 AM , i trust her
0, 07/16/06 12:11:15 AM , i wan na hear wat u sound like not her 
1, 07/16/06 12:11:27 AM , she will call me
1, 07/16/06 12:11:33 AM , and i will be talking to u
0, 07/16/06 12:12:22 AM , idk im thinkin
1, 07/16/06 12:12:33 AM , she wont really listen
1, 07/16/06 12:12:40 AM , u will be talking to me
1, 07/16/06 12:13:37 AM , ok
1, 07/16/06 12:13:41 AM , u there
0, 07/16/06 12:14:17 AM , im thinkin lol
1, 07/16/06 12:14:24 AM , bout what
1, 07/16/06 12:14:35 AM , u will be talking to me
1, 07/16/06 12:14:37 AM , not her
0, 07/16/06 12:15:37 AM , i dont wan na talk to somebody else i dont want somebody else knowin
1, 07/16/06 12:16:17 AM , i had sex with her daughter
0, 07/16/06 12:16:26 AM , oh
0, 07/16/06 12:16:30 AM , how old ?
1, 07/16/06 12:16:37 AM ,16
0, 07/16/06 12:17:07 AM , oh
1, 07/16/06 12:17:24 AM , then her
0, 07/16/06 12:17:52 AM , oh
1, 07/16/06 12:18:48 AM , ok and
0, 07/16/06 12:18:54 AM , im thinkin lol
1, 07/16/06 12:19:41 AM , ok i see u dont wanta hear my voice
0, 07/16/06 12:19:46 AM , i do lol
0, 07/16/06 12:19:54 AM , just scared of somebody else knowin
0, 07/16/06 12:20:11 AM , but if u dont wan na talk its k
1, 07/16/06 12:20:48 AM , she would help me
1, 07/16/06 12:21:13 AM , i like u
0, 07/16/06 12:21:17 AM , 
1, 07/16/06 12:21:43 AM , she cant tell ur folks
1, 07/16/06 12:21:49 AM , so will u call her
1, 07/16/06 12:23:10 AM , yes or no
0, 07/16/06 12:23:23 AM , i got ta think
1, 07/16/06 12:23:41 AM , oh but u will just call me
0, 07/16/06 12:23:55 AM , only if u want
0, 07/16/06 12:24:14 AM , its k if u dont wan na
1, 07/16/06 12:24:31 AM , i could be giving u her #
1, 07/16/06 12:24:36 AM , when i give u mine
1, 07/16/06 12:24:40 AM , and u wouldnt know
0, 07/16/06 12:24:47 AM , ill hang up
1, 07/16/06 12:25:31 AM , ok
1, 07/16/06 12:25:47 AM , u should stay a good girl
0, 07/16/06 12:25:58 AM , ok
1, 07/16/06 12:26:15 AM , dont u wanta do that
0, 07/16/06 12:26:34 AM , probly do somethin sometime lol
1, 07/16/06 12:27:47 AM , u ever been spanked
0, 07/16/06 12:28:14 AM , no
1, 07/16/06 12:28:31 AM , do u wanta know bout that girl i fucked
0, 07/16/06 12:28:50 AM , wat about her ?
1, 07/16/06 12:29:09 AM , what i had her to do
0, 07/16/06 12:29:37 AM , wat girl ?
1, 07/16/06 12:29:58 AM , a girl i meet from here
0, 07/16/06 12:30:31 AM , wat did she do ?
1, 07/16/06 12:30:43 AM , she was 15
1, 07/16/06 12:30:46 AM , like u
1, 07/16/06 12:30:51 AM , her mom was at work
0, 07/16/06 12:31:21 AM , k
1, 07/16/06 12:31:46 AM , she invited me over
1, 07/16/06 12:31:53 AM , had never had sex
0, 07/16/06 12:32:03 AM , oh
1, 07/16/06 12:32:12 AM , her and her friend
0, 07/16/06 12:32:29 AM , wow lol
0, 07/16/06 12:32:39 AM , 2 ?
1, 07/16/06 12:32:47 AM , yes
0, 07/16/06 12:33:15 AM , was her friend like my age too ?
1, 07/16/06 12:33:21 AM , yes
0, 07/16/06 12:33:27 AM , k
1, 07/16/06 12:33:35 AM , i came over
1, 07/16/06 12:33:42 AM , brought some porn tapes
1, 07/16/06 12:33:53 AM , of 2 girls and a guy
0, 07/16/06 12:34:10 AM , thats cool lol
1, 07/16/06 12:34:20 AM , u ever kiss a girl
0, 07/16/06 12:34:39 AM , no lol
1, 07/16/06 12:34:58 AM , so we got undress
1, 07/16/06 12:35:24 AM , they were shocked to see how big my dick was
0, 07/16/06 12:35:32 AM , oh lol
1, 07/16/06 12:35:52 AM , they took turns
1, 07/16/06 12:35:55 AM , sucking me
0, 07/16/06 12:36:36 AM , really ? true ?
1, 07/16/06 12:36:41 AM , yessssssssss
1, 07/16/06 12:36:44 AM , really
1, 07/16/06 12:37:05 AM , then i made one lay down
1, 07/16/06 12:37:14 AM , while i licked her pussy
0, 07/16/06 12:37:33 AM , wow lol
1, 07/16/06 12:37:41 AM , and had the other one helped me
0, 07/16/06 12:37:52 AM , help wat ?
1, 07/16/06 12:37:59 AM , lick her pussy
1, 07/16/06 12:38:03 AM , and kissed her
0, 07/16/06 12:38:51 AM , ur makin it up lol
1, 07/16/06 12:38:59 AM , noooooooo
0, 07/16/06 12:39:25 AM , ok
1, 07/16/06 12:39:38 AM , then i made her get on her hands and knees
1, 07/16/06 12:39:57 AM , and tried to put my dickin her slowlly
0, 07/16/06 12:40:25 AM , did it hurt ?
1, 07/16/06 12:40:38 AM , yes she moved alot
1, 07/16/06 12:40:48 AM , and said mmmm it hurts
1, 07/16/06 12:40:52 AM , damnnnnnnn
0, 07/16/06 12:41:16 AM , oh
1, 07/16/06 12:41:28 AM , i worked it inside her
1, 07/16/06 12:41:34 AM , took bout 5 mins
0, 07/16/06 12:42:02 AM , i gues u said it could hurt
1, 07/16/06 12:42:32 AM , then i made her bestilll and fucked her hard
1, 07/16/06 12:42:39 AM , she bleed some
0, 07/16/06 12:43:02 AM , oh
1, 07/16/06 12:43:45 AM , so r u ready to do that
0, 07/16/06 12:44:00 AM , is that wat ur gon na do ?
1, 07/16/06 12:44:19 AM , yes me and u
0, 07/16/06 12:44:30 AM , ok lol
1, 07/16/06 12:45:01 AM , call my friend she will call cuz i wanta lay down and talk to u
0, 07/16/06 12:45:38 AM , ill call if i can just call u
1, 07/16/06 12:45:58 AM , please do it this way
1, 07/16/06 12:46:07 AM , and tomorrow u can call just me
0, 07/16/06 12:46:43 AM , ill call u tomorrow
1, 07/16/06 12:47:02 AM , no the first time this is how u have to do it
1, 07/16/06 12:47:20 AM , thtas how that girl did it
1, 07/16/06 12:48:25 AM , ok
1, 07/16/06 12:48:28 AM , and
0, 07/16/06 12:48:50 AM , im scared for somebody else to kno plzzz
1, 07/16/06 12:49:17 AM , u ever had a man to love u
0, 07/16/06 12:49:29 AM , had a bf for a lil
1, 07/16/06 12:49:49 AM , do u wanta be loved
0, 07/16/06 12:49:51 AM , didnt do anything wit him
0, 07/16/06 12:49:58 AM , yea
1, 07/16/06 12:50:16 AM , i am trying to show u i will love u
0, 07/16/06 12:50:24 AM , aww 
1, 07/16/06 12:50:49 AM , if i ditn wanta care bout u
1, 07/16/06 12:50:58 AM , do u think i would still be talkng
0, 07/16/06 12:51:14 AM , thats cool u care
1, 07/16/06 12:51:30 AM , well help me out
1, 07/16/06 12:51:37 AM , and do what i asked
0, 07/16/06 12:52:09 AM , im thinkin
1, 07/16/06 12:52:24 AM , no need to
1, 07/16/06 12:52:30 AM , i will make it easy for u
0, 07/16/06 12:52:45 AM , make wat easy ?
1, 07/16/06 12:53:16 AM , u calling me
0, 07/16/06 12:53:47 AM , yea if its u
1, 07/16/06 12:54:00 AM , it will be
1, 07/16/06 12:54:07 AM , i have rules to protect me
1, 07/16/06 12:54:14 AM , i see u dont care bout them
1, 07/16/06 12:54:23 AM , i guess i cant trust u
1, 07/16/06 12:54:26 AM , its ok
0, 07/16/06 12:54:29 AM , ok
0, 07/16/06 12:54:45 AM , if u dont trust me how can i trust u ?
0, 07/16/06 12:55:01 AM , im trustin u with my life
1, 07/16/06 12:55:17 AM , that is if i come see u
1, 07/16/06 12:55:24 AM , we havent got there
1, 07/16/06 12:55:30 AM , i said call her
1, 07/16/06 12:55:35 AM , i will talk to u
1, 07/16/06 12:55:45 AM , then u can call me straight through
1, 07/16/06 12:55:49 AM , and u wont do that
1, 07/16/06 12:55:57 AM , damn ok
0, 07/16/06 12:56:27 AM , ill think bout it
1, 07/16/06 12:56:48 AM , u dont have to
1, 07/16/06 12:56:58 AM , cuz i wont ask u to
1, 07/16/06 12:57:04 AM , sorry i bothered u
0, 07/16/06 12:57:11 AM , 
0, 07/16/06 12:58:18 AM , ur mad ?
0, 07/16/06 12:59:55 AM , sry
1, 07/16/06 1:00:08 AM , why
0, 07/16/06 1:00:59 AM , cuz ur mad
0, 07/16/06 1:01:16 AM , ok ill call
1, 07/16/06 1:01:50 AM , why do u wanta
0, 07/16/06 1:02:10 AM , wanta wat ?
1, 07/16/06 1:02:11 AM , and it took u so damn long to say ok u will
1, 07/16/06 1:02:18 AM , do it now
0, 07/16/06 1:02:24 AM , cuz i really dont wan na
0, 07/16/06 1:02:45 AM , but if u want i will
1, 07/16/06 1:02:47 AM , well dont
0, 07/16/06 1:03:34 AM , w/e u want
0, 07/16/06 1:03:45 AM , if u want i will if not im goin
1, 07/16/06 1:04:02 AM , tell me u r sorry
0, 07/16/06 1:04:14 AM , i did im sry
1, 07/16/06 1:04:29 AM , i thought u were different
0, 07/16/06 1:05:02 AM , im sry u got mad just cuz i didnt wan na call ur friend
1, 07/16/06 1:05:29 AM , do u think i would cuz u harm
0, 07/16/06 1:05:57 AM , idk u yet but u seem cool
1, 07/16/06 1:07:14 AM , i wanta love u
0, 07/16/06 1:07:23 AM , 
1, 07/16/06 1:07:47 AM , would u like that
0, 07/16/06 1:08:09 AM , u seem cool
1, 07/16/06 1:08:28 AM , i didnt ask u that
1, 07/16/06 1:08:41 AM , i asked u do u wanta be loved
1, 07/16/06 1:08:47 AM , by me
0, 07/16/06 1:09:01 AM , it sounds cool
1, 07/16/06 1:09:48 AM , so r u really going to let me come see u
1, 07/16/06 1:09:55 AM , while they r away
0, 07/16/06 1:10:03 AM , if u want
1, 07/16/06 1:10:26 AM , yes or no
0, 07/16/06 1:11:06 AM , yes
1, 07/16/06 1:11:30 AM , u willing to suck my dick for me
0, 07/16/06 1:11:47 AM , if u want
1, 07/16/06 1:12:00 AM , yes or no
0, 07/16/06 1:12:12 AM , yea
1, 07/16/06 1:12:41 AM , can i lick ur pussy
0, 07/16/06 1:12:56 AM , yea lol
1, 07/16/06 1:13:15 AM , then put my dick inside u
0, 07/16/06 1:13:34 AM , yea lol
1, 07/16/06 1:14:14 AM , u know men shot out sperm
1, 07/16/06 1:14:17 AM , right
0, 07/16/06 1:14:25 AM , yea heard that lol
1, 07/16/06 1:14:39 AM , u ever seen it
0, 07/16/06 1:14:46 AM , no
1, 07/16/06 1:15:06 AM , u ever heard u should swallow this
0, 07/16/06 1:15:17 AM , think i heard that
1, 07/16/06 1:16:03 AM , where do u want my cum
0, 07/16/06 1:16:18 AM , umm idk
1, 07/16/06 1:16:45 AM , how will u swallow it
0, 07/16/06 1:16:55 AM , in my mouth ?
1, 07/16/06 1:17:17 AM , yes
1, 07/16/06 1:17:31 AM , so where should i cum
0, 07/16/06 1:17:44 AM , umm in my mouth ?
1, 07/16/06 1:17:58 AM , do u gag easy
0, 07/16/06 1:18:23 AM , idk
0, 07/16/06 1:18:51 AM , dont remember gagging
1, 07/16/06 1:19:21 AM , well i will cum down ur throat
1, 07/16/06 1:19:23 AM , ok
0, 07/16/06 1:19:35 AM , ok
1, 07/16/06 1:20:06 AM , if i make u bleed will u cry
0, 07/16/06 1:20:13 AM , probly
0, 07/16/06 1:21:30 AM , but ill try not
1, 07/16/06 1:21:39 AM , u can
1, 07/16/06 1:21:51 AM , if u do i will keep kissing u
0, 07/16/06 1:21:58 AM , ok
1, 07/16/06 1:23:14 AM , thinkng bout fucking u is making me horny
0, 07/16/06 1:23:25 AM , oh
1, 07/16/06 1:24:23 AM , is that bad
0, 07/16/06 1:24:45 AM , guess not lol
1, 07/16/06 1:25:16 AM , i want u to act like u want me to want u
0, 07/16/06 1:25:28 AM , i will
0, 07/16/06 1:25:34 AM , im kinda sleepy now
1, 07/16/06 1:26:06 AM , can u watch something real fast
0, 07/16/06 1:26:26 AM , ok
1, 07/16/06 1:26:38 AM , its porn
1, 07/16/06 1:26:40 AM , can u
0, 07/16/06 1:26:47 AM , am i allowed ?
1, 07/16/06 1:27:05 AM , dont know
1, 07/16/06 1:27:12 AM , will they find out
0, 07/16/06 1:27:26 AM , na my grandparents dont touch the comp
1, 07/16/06 1:27:42 AM , ok
1, 07/16/06 1:28:16 AM ,
1, 07/16/06 1:28:26 AM , ok go that site
1, 07/16/06 1:28:32 AM , and look at a couple
0, 07/16/06 1:28:40 AM , wat is it ?
1, 07/16/06 1:28:51 AM , blk me like me
1, 07/16/06 1:28:58 AM , fuckig white ladies
1, 07/16/06 1:29:08 AM , do it now
0, 07/16/06 1:29:29 AM , k
1, 07/16/06 1:30:40 AM , do u see it
0, 07/16/06 1:30:44 AM , yea
1, 07/16/06 1:31:00 AM , what color is the background
0, 07/16/06 1:31:12 AM , green
1, 07/16/06 1:31:17 AM , ok
1, 07/16/06 1:31:26 AM , do u see where it says
1, 07/16/06 1:31:30 AM , play clip
0, 07/16/06 1:31:43 AM , play free clip ?
1, 07/16/06 1:31:54 AM , yes
0, 07/16/06 1:31:59 AM , yea
1, 07/16/06 1:32:12 AM , play it
1, 07/16/06 1:32:20 AM , have u played one
0, 07/16/06 1:32:29 AM , yea
1, 07/16/06 1:32:56 AM , can u hear it
1, 07/16/06 1:33:00 AM , the sound
0, 07/16/06 1:33:04 AM , yea screamin
1, 07/16/06 1:33:28 AM , what do u see the lady doing with the guy 's cum
0, 07/16/06 1:34:04 AM , her face
1, 07/16/06 1:34:38 AM , u see amber 's
1, 07/16/06 1:34:52 AM , she took his dick in her ass
0, 07/16/06 1:35:02 AM , oh
1, 07/16/06 1:35:30 AM , r u afraid to do that
0, 07/16/06 1:35:42 AM , does it hurt ?
1, 07/16/06 1:36:10 AM , r u willing to do something to see
0, 07/16/06 1:36:22 AM , do wat ?
1, 07/16/06 1:36:36 AM , r u wearing panties
0, 07/16/06 1:36:43 AM , yea
1, 07/16/06 1:36:51 AM , ok
0, 07/16/06 1:36:52 AM , im like fallin asleep
0, 07/16/06 1:36:57 AM , its really late
1, 07/16/06 1:37:01 AM , open ur legs
1, 07/16/06 1:37:06 AM , i know
1, 07/16/06 1:37:12 AM , just 5 mins
1, 07/16/06 1:37:22 AM , open ur legs
0, 07/16/06 1:37:27 AM , ok
1, 07/16/06 1:37:48 AM , slide ur finger in ur pussy
1, 07/16/06 1:37:58 AM , tell does it hurt
0, 07/16/06 1:38:08 AM , u really want me to do that ?
1, 07/16/06 1:38:16 AM , yessssssssssssssssssss
1, 07/16/06 1:39:48 AM , did u do it
0, 07/16/06 1:40:16 AM , yea
1, 07/16/06 1:40:29 AM , how did it feel
1, 07/16/06 1:40:34 AM , did it hurt
0, 07/16/06 1:40:47 AM , kinda wierd started to hurt
1, 07/16/06 1:41:07 AM , did urpussy start to get wet
0, 07/16/06 1:41:59 AM , guess
1, 07/16/06 1:42:04 AM , ok
1, 07/16/06 1:42:18 AM , will u do one more thing
0, 07/16/06 1:42:23 AM , wat ?
1, 07/16/06 1:43:30 AM , do u wanta find out
1, 07/16/06 1:43:38 AM , would it hurt in ur ass
0, 07/16/06 1:43:47 AM , cant lol
1, 07/16/06 1:44:14 AM , why not
0, 07/16/06 1:44:35 AM , dont think i wan na do that myself
1, 07/16/06 1:45:37 AM , i guess u dont wanta find out
1, 07/16/06 1:45:45 AM , will u be online
0, 07/16/06 1:45:50 AM , find out wat ?
1, 07/16/06 1:45:52 AM , tomorrow night
1, 07/16/06 1:45:59 AM , nothing sexy
0, 07/16/06 1:46:09 AM , maybe
1, 07/16/06 1:46:20 AM , i wanta talk to u
1, 07/16/06 1:46:25 AM , if u will be
0, 07/16/06 1:46:30 AM , ok
1, 07/16/06 1:46:31 AM , will u be busy
0, 07/16/06 1:46:47 AM , ill probly b on
1, 07/16/06 1:46:52 AM , please do
1, 07/16/06 1:47:02 AM , i will come on bout
1, 07/16/06 1:47:09 AM , 11 looking for u
1, 07/16/06 1:47:23 AM , i will let u call me tuesday
0, 07/16/06 1:47:24 AM , ok
1, 07/16/06 1:47:26 AM , ok
1, 07/16/06 1:47:34 AM , i really like u
0, 07/16/06 1:47:34 AM , k
1, 07/16/06 1:47:44 AM , kiss bye
0, 07/16/06 1:47:47 AM , nite
,,
1, 07/16/06 4:17:50 PM , hello how u doing
0, 07/16/06 4:18:05 PM , hi
1, 07/16/06 4:18:36 PM , i thought bout u today
0, 07/16/06 4:18:53 PM , u did ?
1, 07/16/06 4:19:57 PM , yea i did
1, 07/16/06 4:20:00 PM , i like u boo
0, 07/16/06 4:20:12 PM , 
1, 07/16/06 4:21:13 PM , did u think bout me
0, 07/16/06 4:22:04 PM , yea
1, 07/16/06 4:22:33 PM , what did u think
0, 07/16/06 4:23:10 PM , that ur interestin
1, 07/16/06 4:23:33 PM , so r u
1, 07/16/06 4:23:42 PM , what did u think bout those porn sites
0, 07/16/06 4:24:00 PM , omg lol never saw liket hat
1, 07/16/06 4:25:07 PM , so what did uthink
0, 07/16/06 4:25:30 PM , kinda wild lol
1, 07/16/06 4:26:18 PM , yes having sex is wild
1, 07/16/06 4:26:26 PM , do u think i am moving u too fast
0, 07/16/06 4:26:54 PM , idk lol its kinda interestin
1, 07/16/06 4:27:44 PM , so r u afraid to spend time alone with me
0, 07/16/06 4:28:10 PM , i think u seem cool
1, 07/16/06 4:28:42 PM , so what does that mean could u be alone with me
0, 07/16/06 4:29:00 PM , i guess its ok
1, 07/16/06 4:29:18 PM , i dont want u doing something u r against
1, 07/16/06 4:29:31 PM , if u r against it i wont try to get u to do it
0, 07/16/06 4:29:49 PM , i think it sounds kinda cool lol
0, 07/16/06 4:30:05 PM , kinda like an adventure
1, 07/16/06 4:31:20 PM , it is
1, 07/16/06 4:31:28 PM , so u wanta have some fun huh
0, 07/16/06 4:31:43 PM , i guess lol
1, 07/16/06 4:32:14 PM , u r cute
1, 07/16/06 4:32:24 PM , i am thinking bout letting u call me
0, 07/16/06 4:32:34 PM , k
1, 07/16/06 4:33:22 PM , would you like that
0, 07/16/06 4:33:28 PM , yea
1, 07/16/06 4:33:39 PM , u r cute i will be good to you
0, 07/16/06 4:34:25 PM , ty 
1, 07/16/06 4:35:04 PM , anything u wanta talk bout
0, 07/16/06 4:35:41 PM , idk lol wat do you wan na talk about ?
1, 07/16/06 4:36:38 PM , anything i am happy i am talking to u
0, 07/16/06 4:37:06 PM , ur fun to chat wit too
1, 07/16/06 4:37:43 PM , thanks
1, 07/16/06 4:37:50 PM , how many men have hit on u today
0, 07/16/06 4:38:16 PM , chatted wit a cpl i was really bored but nobody was bad
1, 07/16/06 4:39:01 PM , so do i bore u
0, 07/16/06 4:39:11 PM , no lol u werent here
1, 07/16/06 4:39:40 PM , i mean now
0, 07/16/06 4:40:13 PM , no way lol
0, 07/16/06 4:40:18 PM , ur no way boring
1, 07/16/06 4:40:27 PM , ok boo
1, 07/16/06 4:40:38 PM , so what do u think bout me being black
0, 07/16/06 4:40:46 PM , that dont matter
1, 07/16/06 4:41:40 PM , ok
1, 07/16/06 4:41:46 PM , u ever date ablk guy
0, 07/16/06 4:42:03 PM , not yet
1, 07/16/06 4:43:00 PM , well i will be ur first huh
0, 07/16/06 4:43:14 PM , yea lol thats cool
1, 07/16/06 4:43:45 PM , its cool with me
1, 07/16/06 4:43:51 PM , i want u to hear something
0, 07/16/06 4:44:11 PM , ok
1, 07/16/06 4:44:30 PM , i wanta hear u play with ur pussy on the phone
0, 07/16/06 4:44:58 PM , i cant grampas home
1, 07/16/06 4:46:24 PM , would u if he wasnt
0, 07/16/06 4:46:34 PM , id lol thats kinda fake
1, 07/16/06 4:47:39 PM , would u like to hear me play with my dick
0, 07/16/06 4:47:58 PM , cant we just like talk lol
1, 07/16/06 4:48:24 PM , yea can i talkk bout sex
0, 07/16/06 4:48:44 PM , lol
0, 07/16/06 4:51:45 PM , so
1, 07/16/06 4:53:34 PM , ok i was looking at something
0, 07/16/06 4:53:40 PM , wat ?
1, 07/16/06 5:04:34 PM , some girl i was talking to
0, 07/16/06 5:05:26 PM , oh
1, 07/16/06 5:05:58 PM , she was asking me bout meeting her again
0, 07/16/06 5:06:04 PM , oh
1, 07/16/06 5:06:35 PM , but i really wanta see u
0, 07/16/06 5:06:43 PM , do u ?
0, 07/16/06 5:07:23 PM , sounds cool lol
0, 07/16/06 5:16:42 PM , busy ?
1, 07/16/06 5:20:06 PM , no whats on ur mind
1, 07/16/06 5:20:11 PM , i want u to talk some
0, 07/16/06 5:20:26 PM , k bout wat ?
1, 07/16/06 5:20:48 PM , anything tell me bout u
0, 07/16/06 5:21:11 PM , wellll im tryin to learn guitar
0, 07/16/06 5:21:19 PM , my stepdad is teaching me
0, 07/16/06 5:21:44 PM , hes my stepdad now lol before he was just moms bf
0, 07/16/06 5:21:55 PM , they got married cpl weeks ago
1, 07/16/06 5:22:08 PM , ok cool r u happy for them
0, 07/16/06 5:22:17 PM , yea hes really nice
0, 07/16/06 5:22:23 PM , moms happy now
1, 07/16/06 5:23:04 PM , ok i am happy she is
0, 07/16/06 5:23:09 PM , ty 
0, 07/16/06 5:23:15 PM , nice of u
0, 07/16/06 5:23:48 PM , they went on a honeymoon but theyr home now
1, 07/16/06 5:23:58 PM , ok
1, 07/16/06 5:24:04 PM , so u r bout to go back home
0, 07/16/06 5:24:13 PM , next month probly
0, 07/16/06 5:24:26 PM , they said i can stay as long as i want
0, 07/16/06 5:24:34 PM , till school
1, 07/16/06 5:25:17 PM , when does school start back
0, 07/16/06 5:25:36 PM , labor day
0, 07/16/06 5:25:45 PM , lol not on then
1, 07/16/06 5:26:17 PM , ok so ru going to stay that long
0, 07/16/06 5:26:33 PM , idk yet not sure
1, 07/16/06 5:26:52 PM , ok its cool if u dont
0, 07/16/06 5:27:15 PM , y lol u want me to go home ?
1, 07/16/06 5:27:33 PM , no i want u to stay
0, 07/16/06 5:27:39 PM , 
1, 07/16/06 5:29:17 PM , i wanta see u alot
1, 07/16/06 5:29:20 PM , so i cant see u
1, 07/16/06 5:29:26 PM , unless no one is home
0, 07/16/06 5:29:51 PM , idk mayb could figure somethin out
1, 07/16/06 5:30:31 PM , cuz u dont go any where do u
0, 07/16/06 5:30:46 PM , sometimes wit my grandparents
0, 07/16/06 5:31:08 PM , gues we could figure somethin out
1, 07/16/06 5:32:02 PM , like what
0, 07/16/06 5:32:30 PM , mmm idk got ta think bout it i guess
1, 07/16/06 5:33:27 PM , if u never leave
1, 07/16/06 5:33:31 PM , they will not let u
0, 07/16/06 5:33:47 PM , they trust me
1, 07/16/06 5:34:39 PM , so if i wanted to come get u now i could
0, 07/16/06 5:34:53 PM , ummm
0, 07/16/06 5:35:14 PM , im not sure suppers almost ready
0, 07/16/06 5:35:40 PM , i think theyd miss me if i tried to sneak now
1, 07/16/06 5:36:09 PM , see u cant just leave
0, 07/16/06 5:36:27 PM , got ta be when theyr busy maybe
0, 07/16/06 5:39:27 PM , did u think if u wan na let me call u ?
1, 07/16/06 5:40:02 PM , yea boo i will
1, 07/16/06 5:40:05 PM , but why
1, 07/16/06 5:40:12 PM , u know we will never meet
0, 07/16/06 5:40:20 PM , we wont ?
0, 07/16/06 5:41:03 PM , ok if u dont wan na
1, 07/16/06 5:41:11 PM , yea cuz u can never leave
1, 07/16/06 5:41:14 PM , i do wanta
1, 07/16/06 5:41:21 PM , i can come at anytime
